source,target,aerial_distance_m,road_distance_m,duration_s,weight
"BTP117 - 9th Cross, Kanakapura Road",BTP158 - Devegowda Petrol Bunk,1739.1,2668.9,318.5,0.000375
"BTP117 - 9th Cross, Kanakapura Road","BTP189 - New Diagonal Road, Jayanagar",1945.6,2289.3,305.6,0.000437
"BTP117 - 9th Cross, Kanakapura Road","BTP114 - KR Road Junction, Near JSS",1353.5,1552.5,245.4,0.000644
"BTP117 - 9th Cross, Kanakapura Road","BTP200 - 15th Cross, 33rd Main, JP Nagar",1085.3,2608.3,283.8,0.000383
"BTP117 - 9th Cross, Kanakapura Road","BTP178 - 18th Main, Marenahalli",1835.4,3069.9,376.5,0.000326
"BTP117 - 9th Cross, Kanakapura Road","BTP112 - 14th Cross, KR Road",1912.4,2075.5,271.9,0.000482
BTP122 - Siddapura Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",1464.7,1822.2,275.6,0.000548
BTP122 - Siddapura Junction,BTP187 - South End Circle,1700.0,2316.6,268.3,0.000431
BTP122 - Siddapura Junction,"BTP102 - BMTC Junction, KH Road",785.0,3001.7,348.4,0.000333
BTP122 - Siddapura Junction,BTP133 - Adugodi Junction,1861.6,2908.8,374.7,0.000344
BTP122 - Siddapura Junction,BTP193 - Vasavi Circle,1741.0,2661.0,283.7,0.000376
BTP122 - Siddapura Junction,BTP184 - Lalbagh West Gate,1367.1,2478.6,283.6,0.000403
BTP122 - Siddapura Junction,BTP120 - Lalbagh Main Gate Junction,1106.7,1655.4,198.6,0.000604
BTP122 - Siddapura Junction,BTP185 - RV Teachers College,1373.8,2619.1,292.4,0.000382
BTP017 - Attiguppe Circle,"BTP094 - Sri Skanda Complex, Mysore Road",1869.1,2437.6,291.1,0.00041
BTP017 - Attiguppe Circle,BTP098 - Nayandahalli Junction,1765.1,3515.1,370.0,0.000284
"BTP161 - 15th Cross, 35th Main, JP Nagar",BTP222 - Delmia Circle,1624.5,2276.5,300.6,0.000439
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP113 - 27th Cross, Pai Vista, KR Road",1346.3,2111.0,232.2,0.000473
"BTP161 - 15th Cross, 35th Main, JP Nagar",BTP196 - Sarakki Main Road,531.4,2019.9,213.2,0.000495
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP177 - Aurobindo Circle, ORR",1414.7,2691.8,343.0,0.000371
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",1230.3,2648.1,279.1,0.000377
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP191 - 40th Cross, 4th Main, Jayanagar",1616.2,3426.2,385.8,0.000292
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP190 - 36th Cross, 4th Main, Jayanagar",1856.9,3482.6,411.3,0.000287
"BTP161 - 15th Cross, 35th Main, JP Nagar",BTP157 - Kadirenahalli Cross,1377.4,1779.1,176.3,0.000562
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP200 - 15th Cross, 33rd Main, JP Nagar",404.9,1342.8,217.8,0.000744
"BTP161 - 15th Cross, 35th Main, JP Nagar","BTP178 - 18th Main, Marenahalli",1751.0,3492.3,463.1,0.000286
BTP137 - Madiwala Traffic PS Junction,"BTP164 - 29th Main Road, BTM Layout",947.7,1721.7,202.9,0.00058
BTP137 - Madiwala Traffic PS Junction,BTP138 - Sarjapur Road Check Post,529.9,1625.3,279.5,0.000615
BTP047 - Vidhan Soudha Metro Station,BTP041 - Gopal Gowda Circle,372.9,392.7,47.3,0.00254
BTP047 - Vidhan Soudha Metro Station,"BTP033 - Sophia High School, Sankey Road",1251.1,1740.5,175.0,0.000574
BTP047 - Vidhan Soudha Metro Station,BTP052 - CID Carlton House Junction,542.1,1608.8,183.5,0.000621
BTP047 - Vidhan Soudha Metro Station,BTP171 - Indian Express (Balekundri),978.7,1362.6,267.0,0.000733
BTP047 - Vidhan Soudha Metro Station,BTP036 - Police Thimmaiah Circle (GPO),238.3,1159.9,134.4,0.000861
BTP047 - Vidhan Soudha Metro Station,BTP075 - Police Corner,1396.1,1793.1,198.8,0.000557
BTP047 - Vidhan Soudha Metro Station,BTP077 - Halasuru Gate Junction,1565.6,1961.6,214.7,0.00051
BTP047 - Vidhan Soudha Metro Station,BTP203 - RRMR Junction,1383.5,1839.2,241.4,0.000543
BTP047 - Vidhan Soudha Metro Station,BTP053 - Three Let Junction,1248.2,1830.4,183.8,0.000546
BTP047 - Vidhan Soudha Metro Station,BTP035 - Basaweshwara Circle (LH) Junction,710.0,1102.7,108.8,0.000906
BTP041 - Gopal Gowda Circle,"BTP033 - Sophia High School, Sankey Road",1472.3,2081.0,239.5,0.00048
BTP041 - Gopal Gowda Circle,BTP052 - CID Carlton House Junction,489.3,1158.7,162.9,0.000862
BTP041 - Gopal Gowda Circle,BTP171 - Indian Express (Balekundri),1351.5,2366.8,367.2,0.000422
BTP041 - Gopal Gowda Circle,BTP036 - Police Thimmaiah Circle (GPO),606.5,2164.1,234.6,0.000462
BTP041 - Gopal Gowda Circle,BTP075 - Police Corner,1034.0,1400.3,151.5,0.000714
BTP041 - Gopal Gowda Circle,BTP077 - Halasuru Gate Junction,1217.7,1568.8,167.4,0.000637
BTP041 - Gopal Gowda Circle,BTP203 - RRMR Junction,1154.1,2272.0,283.5,0.00044
BTP041 - Gopal Gowda Circle,BTP053 - Three Let Junction,1176.9,2149.7,248.8,0.000465
BTP041 - Gopal Gowda Circle,BTP035 - Basaweshwara Circle (LH) Junction,844.7,1443.2,180.7,0.000692
"BTP033 - Sophia High School, Sankey Road",BTP052 - CID Carlton House Junction,1071.4,1811.3,206.4,0.000552
"BTP033 - Sophia High School, Sankey Road",BTP171 - Indian Express (Balekundri),1175.0,1725.7,242.4,0.000579
"BTP033 - Sophia High School, Sankey Road",BTP036 - Police Thimmaiah Circle (GPO),1210.7,2287.8,231.8,0.000437
"BTP033 - Sophia High School, Sankey Road",BTP053 - Three Let Junction,1043.3,2032.9,208.1,0.000492
"BTP033 - Sophia High School, Sankey Road",BTP035 - Basaweshwara Circle (LH) Junction,651.0,1288.3,129.7,0.000776
BTP052 - CID Carlton House Junction,BTP171 - Indian Express (Balekundri),1338.5,2874.1,383.8,0.000348
BTP052 - CID Carlton House Junction,BTP036 - Police Thimmaiah Circle (GPO),726.3,2010.7,230.4,0.000497
BTP052 - CID Carlton House Junction,BTP075 - Police Corner,1344.1,2084.8,247.1,0.000479
BTP052 - CID Carlton House Junction,BTP077 - Halasuru Gate Junction,1564.3,2253.3,263.0,0.000444
BTP052 - CID Carlton House Junction,BTP203 - RRMR Junction,1627.2,2586.3,365.4,0.000387
BTP052 - CID Carlton House Junction,BTP053 - Three Let Junction,717.8,1170.0,143.3,0.000854
BTP052 - CID Carlton House Junction,BTP035 - Basaweshwara Circle (LH) Junction,420.8,512.0,79.4,0.001949
BTP008 - Navarang Theatre,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",1385.3,2436.6,269.2,0.00041
BTP008 - Navarang Theatre,BTP018 - Dhobi Ghat Junction,1260.7,2256.1,253.3,0.000443
BTP008 - Navarang Theatre,"BTP206 - Shankara Mutt Circle, Vijayanagar",1264.6,1416.4,216.5,0.000706
BTP008 - Navarang Theatre,BTP006 - Navarang Bar Junction,967.6,1107.5,141.4,0.000902
BTP008 - Navarang Theatre,BTP009 - Prakash Nagar Junction,826.6,881.7,105.0,0.001133
BTP222 - Delmia Circle,BTP196 - Sarakki Main Road,1648.8,2466.4,283.0,0.000405
BTP222 - Delmia Circle,"BTP177 - Aurobindo Circle, ORR",1432.4,2041.2,229.5,0.00049
BTP222 - Delmia Circle,BTP181 - Bileka Halli Junction,1018.6,1906.3,286.6,0.000524
BTP222 - Delmia Circle,"BTP191 - 40th Cross, 4th Main, Jayanagar",1939.8,2702.6,323.5,0.00037
BTP222 - Delmia Circle,"BTP202 - East End Main Road, Jayanagar",1338.2,2257.8,344.6,0.000443
BTP222 - Delmia Circle,BTP128 - Gorappanapalya Junction,1821.8,2577.9,302.3,0.000388
BTP222 - Delmia Circle,"BTP179 - 9th Block, 28th Main, Jayanagar",1254.2,1635.9,244.0,0.000611
BTP222 - Delmia Circle,"BTP198 - 9th Cross, 8th Main, JP Nagar",593.3,956.5,148.4,0.001044
BTP222 - Delmia Circle,"BTP200 - 15th Cross, 33rd Main, JP Nagar",1220.0,1265.1,133.0,0.00079
BTP222 - Delmia Circle,"BTP178 - 18th Main, Marenahalli",1263.9,1574.7,255.8,0.000635
BTP106 - VV Puram College,BTP085 - Briyand Circle,1566.2,2438.0,344.1,0.00041
BTP106 - VV Puram College,"BTP089 - Police Quarters, Sultan Road",1492.6,2139.7,288.6,0.000467
BTP106 - VV Puram College,BTP109 - Dewan Madhava Rao Junction,1351.9,1822.2,235.7,0.000548
BTP106 - VV Puram College,BTP105 - Shivasankara Circle,451.5,908.1,150.9,0.0011
BTP106 - VV Puram College,BTP216 - Yediyur Junction,1667.1,2249.3,260.9,0.000444
BTP106 - VV Puram College,BTP212 - Minto Junction,894.4,1243.0,167.6,0.000804
BTP106 - VV Puram College,"BTP186 - 9th Cross, 4th Main, Jayanagar",1763.7,2867.6,406.0,0.000349
BTP106 - VV Puram College,BTP187 - South End Circle,1891.2,2681.6,312.8,0.000373
BTP106 - VV Puram College,BTP193 - Vasavi Circle,421.5,977.1,135.0,0.001022
BTP106 - VV Puram College,BTP184 - Lalbagh West Gate,788.2,1328.9,243.6,0.000752
BTP106 - VV Puram College,BTP120 - Lalbagh Main Gate Junction,1083.4,1849.0,240.5,0.000541
BTP106 - VV Puram College,"BTP110 - Bharathi Nursing Home, Basavanagudi",1731.6,2088.6,265.3,0.000479
BTP106 - VV Puram College,BTP217 - Baleyele Junction,743.3,1021.5,136.7,0.000978
BTP106 - VV Puram College,BTP185 - RV Teachers College,1141.6,1738.2,206.1,0.000575
BTP106 - VV Puram College,BTP107 - National College Junction,464.9,890.8,148.7,0.001121
BTP106 - VV Puram College,BTP213 - Royan Circle,1102.3,1571.3,199.8,0.000636
"BTP113 - 27th Cross, Pai Vista, KR Road",BTP196 - Sarakki Main Road,921.6,1347.4,163.7,0.000742
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP177 - Aurobindo Circle, ORR",1319.1,1479.4,182.7,0.000675
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",565.0,576.3,77.7,0.001732
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP191 - 40th Cross, 4th Main, Jayanagar",1025.9,1354.4,184.4,0.000738
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP190 - 36th Cross, 4th Main, Jayanagar",1048.2,1410.8,221.3,0.000708
"BTP113 - 27th Cross, Pai Vista, KR Road",BTP157 - Kadirenahalli Cross,830.7,1217.6,159.5,0.000821
"BTP113 - 27th Cross, Pai Vista, KR Road",BTP158 - Devegowda Petrol Bunk,1449.0,2279.2,258.4,0.000439
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP189 - New Diagonal Road, Jayanagar",1435.2,1702.4,225.1,0.000587
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP114 - KR Road Junction, Near JSS",769.3,965.5,164.9,0.001035
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP188 - 27th Cross, 4th Main, Jayanagar",1574.2,1876.0,250.1,0.000533
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP200 - 15th Cross, 33rd Main, JP Nagar",1535.3,3159.6,345.0,0.000316
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP178 - 18th Main, Marenahalli",1784.9,2482.9,284.6,0.000403
"BTP113 - 27th Cross, Pai Vista, KR Road","BTP112 - 14th Cross, KR Road",1313.6,1488.5,191.4,0.000671
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",BTP018 - Dhobi Ghat Junction,1048.9,2265.1,281.2,0.000441
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",BTP068 - Veeresh Theatre Junction,1902.6,3223.2,385.6,0.00031
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",BTP006 - Navarang Bar Junction,417.8,532.2,73.1,0.001875
"BTP015 - Suguna Hospital, Dr. Rajkumar Road",BTP009 - Prakash Nagar Junction,571.5,692.7,84.6,0.001442
BTP196 - Sarakki Main Road,"BTP177 - Aurobindo Circle, ORR",974.9,1565.4,165.4,0.000638
BTP196 - Sarakki Main Road,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",701.9,958.9,143.0,0.001042
BTP196 - Sarakki Main Road,"BTP191 - 40th Cross, 4th Main, Jayanagar",1096.1,1736.9,249.7,0.000575
BTP196 - Sarakki Main Road,"BTP190 - 36th Cross, 4th Main, Jayanagar",1327.4,1879.3,290.7,0.000532
BTP196 - Sarakki Main Road,BTP157 - Kadirenahalli Cross,1249.1,2302.1,264.7,0.000434
BTP196 - Sarakki Main Road,"BTP189 - New Diagonal Road, Jayanagar",1920.3,2418.5,307.8,0.000413
BTP196 - Sarakki Main Road,"BTP114 - KR Road Junction, Near JSS",1516.9,2247.4,290.5,0.000445
BTP196 - Sarakki Main Road,"BTP179 - 9th Block, 28th Main, Jayanagar",1932.3,2569.8,296.7,0.000389
BTP196 - Sarakki Main Road,"BTP198 - 9th Cross, 8th Main, JP Nagar",1885.5,1890.3,194.8,0.000529
BTP196 - Sarakki Main Road,"BTP200 - 15th Cross, 33rd Main, JP Nagar",615.4,1760.8,190.7,0.000568
BTP196 - Sarakki Main Road,"BTP178 - 18th Main, Marenahalli",1382.7,2365.8,278.0,0.000423
"BTP177 - Aurobindo Circle, ORR","BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",754.7,895.4,103.5,0.001116
"BTP177 - Aurobindo Circle, ORR","BTP191 - 40th Cross, 4th Main, Jayanagar",509.7,661.3,94.0,0.00151
"BTP177 - Aurobindo Circle, ORR","BTP202 - East End Main Road, Jayanagar",1276.9,2075.3,257.3,0.000482
"BTP177 - Aurobindo Circle, ORR","BTP190 - 36th Cross, 4th Main, Jayanagar",791.3,1066.0,156.6,0.000937
"BTP177 - Aurobindo Circle, ORR","BTP189 - New Diagonal Road, Jayanagar",1370.5,1800.7,203.9,0.000555
"BTP177 - Aurobindo Circle, ORR","BTP114 - KR Road Junction, Near JSS",1403.4,1867.1,267.7,0.000535
"BTP177 - Aurobindo Circle, ORR","BTP127 - Sagar Hospital, Jayanagar",1890.9,2940.7,402.3,0.00034
"BTP177 - Aurobindo Circle, ORR",BTP128 - Gorappanapalya Junction,1698.0,2403.4,283.1,0.000416
"BTP177 - Aurobindo Circle, ORR","BTP179 - 9th Block, 28th Main, Jayanagar",1067.2,1452.2,163.7,0.000688
"BTP177 - Aurobindo Circle, ORR","BTP198 - 9th Cross, 8th Main, JP Nagar",1332.5,2234.8,280.3,0.000447
"BTP177 - Aurobindo Circle, ORR","BTP188 - 27th Cross, 4th Main, Jayanagar",1539.1,1937.6,221.9,0.000516
"BTP177 - Aurobindo Circle, ORR","BTP200 - 15th Cross, 33rd Main, JP Nagar",1217.6,2650.0,302.9,0.000377
"BTP177 - Aurobindo Circle, ORR","BTP178 - 18th Main, Marenahalli",469.4,1529.3,179.6,0.000653
"BTP177 - Aurobindo Circle, ORR","BTP112 - 14th Cross, KR Road",1925.3,2847.1,314.6,0.000351
BTP085 - Briyand Circle,"BTP089 - Police Quarters, Sultan Road",858.2,1203.5,162.8,0.00083
BTP085 - Briyand Circle,BTP105 - Shivasankara Circle,1138.3,1961.4,285.0,0.00051
BTP085 - Briyand Circle,BTP212 - Minto Junction,672.8,1101.1,171.4,0.000907
BTP085 - Briyand Circle,BTP075 - Police Corner,1845.7,2604.6,285.0,0.000384
BTP085 - Briyand Circle,BTP214 - 5th Main Chamrajpet  Junction,1839.0,2690.0,382.6,0.000372
BTP085 - Briyand Circle,BTP193 - Vasavi Circle,1974.8,2863.9,342.4,0.000349
BTP085 - Briyand Circle,BTP092 - Bangalore Builders Junction,1672.2,2932.2,307.2,0.000341
BTP085 - Briyand Circle,BTP077 - Halasuru Gate Junction,1903.1,2379.4,265.6,0.00042
BTP085 - Briyand Circle,BTP217 - Baleyele Junction,966.0,1227.7,180.4,0.000814
BTP085 - Briyand Circle,BTP107 - National College Junction,1939.5,2792.4,329.1,0.000358
BTP085 - Briyand Circle,BTP213 - Royan Circle,616.3,769.7,115.7,0.001298
"BTP089 - Police Quarters, Sultan Road",BTP105 - Shivasankara Circle,1238.4,1878.1,275.5,0.000532
"BTP089 - Police Quarters, Sultan Road","BTP094 - Sri Skanda Complex, Mysore Road",1966.4,2164.1,223.9,0.000462
"BTP089 - Police Quarters, Sultan Road",BTP212 - Minto Junction,856.5,1813.5,262.7,0.000551
"BTP089 - Police Quarters, Sultan Road",BTP214 - 5th Main Chamrajpet  Junction,1271.2,1771.1,296.9,0.000564
"BTP089 - Police Quarters, Sultan Road","BTP093 - Toll Gate, Mysore Road",1259.4,1741.7,218.0,0.000574
"BTP089 - Police Quarters, Sultan Road",BTP193 - Vasavi Circle,1900.6,3008.3,360.5,0.000332
"BTP089 - Police Quarters, Sultan Road",BTP092 - Bangalore Builders Junction,868.9,2013.3,221.5,0.000496
"BTP089 - Police Quarters, Sultan Road",BTP217 - Baleyele Junction,755.8,1144.5,170.9,0.000873
"BTP089 - Police Quarters, Sultan Road",BTP107 - National College Junction,1682.3,2434.7,306.8,0.000411
"BTP089 - Police Quarters, Sultan Road",BTP213 - Royan Circle,510.1,1367.7,214.0,0.000731
BTP181 - Bileka Halli Junction,"BTP202 - East End Main Road, Jayanagar",1747.0,2453.2,312.9,0.000407
BTP181 - Bileka Halli Junction,"BTP179 - 9th Block, 28th Main, Jayanagar",1787.6,2219.4,260.2,0.00045
BTP181 - Bileka Halli Junction,"BTP198 - 9th Cross, 8th Main, JP Nagar",1097.1,1597.1,184.3,0.000626
"BTP164 - 29th Main Road, BTM Layout","BTP202 - East End Main Road, Jayanagar",1992.3,3075.5,355.9,0.000325
"BTP164 - 29th Main Road, BTM Layout",BTP138 - Sarjapur Road Check Post,1242.7,3407.9,346.3,0.000293
"BTP164 - 29th Main Road, BTM Layout",BTP128 - Gorappanapalya Junction,1693.6,3403.5,389.1,0.000294
BTP109 - Dewan Madhava Rao Junction,BTP105 - Shivasankara Circle,1793.2,2343.6,296.7,0.000427
BTP109 - Dewan Madhava Rao Junction,BTP216 - Yediyur Junction,575.1,951.8,124.9,0.00105
BTP109 - Dewan Madhava Rao Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",1157.2,1560.7,278.9,0.00064
BTP109 - Dewan Madhava Rao Junction,BTP187 - South End Circle,1090.5,1384.1,176.8,0.000722
BTP109 - Dewan Madhava Rao Junction,BTP193 - Vasavi Circle,1100.0,1542.8,182.7,0.000648
BTP109 - Dewan Madhava Rao Junction,BTP184 - Lalbagh West Gate,1188.9,2292.7,300.8,0.000436
BTP109 - Dewan Madhava Rao Junction,"BTP189 - New Diagonal Road, Jayanagar",1677.0,2132.1,260.9,0.000469
BTP109 - Dewan Madhava Rao Junction,BTP120 - Lalbagh Main Gate Junction,1961.1,3218.6,376.5,0.000311
BTP109 - Dewan Madhava Rao Junction,"BTP114 - KR Road Junction, Near JSS",1869.7,2144.2,280.6,0.000466
BTP109 - Dewan Madhava Rao Junction,"BTP110 - Bharathi Nursing Home, Basavanagudi",382.2,764.5,129.3,0.001306
BTP109 - Dewan Madhava Rao Junction,BTP217 - Baleyele Junction,1864.9,2457.0,282.5,0.000407
BTP109 - Dewan Madhava Rao Junction,"BTP188 - 27th Cross, 4th Main, Jayanagar",1524.3,2172.4,264.7,0.00046
BTP109 - Dewan Madhava Rao Junction,BTP185 - RV Teachers College,990.4,1906.9,229.3,0.000524
BTP109 - Dewan Madhava Rao Junction,BTP107 - National College Junction,901.4,1716.8,209.6,0.000582
BTP109 - Dewan Madhava Rao Junction,"BTP112 - 14th Cross, KR Road",1283.5,1479.8,186.1,0.000675
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP191 - 40th Cross, 4th Main, Jayanagar",523.2,778.1,106.7,0.001284
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP190 - 36th Cross, 4th Main, Jayanagar",668.5,920.4,147.7,0.001085
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",BTP157 - Kadirenahalli Cross,1315.9,2078.8,232.0,0.000481
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP189 - New Diagonal Road, Jayanagar",1228.6,1459.6,164.8,0.000685
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP114 - KR Road Junction, Near JSS",852.8,1526.1,228.6,0.000655
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP179 - 9th Block, 28th Main, Jayanagar",1817.6,1829.6,191.0,0.000546
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP188 - 27th Cross, 4th Main, Jayanagar",1397.2,1633.3,189.8,0.000612
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP200 - 15th Cross, 33rd Main, JP Nagar",1265.5,3027.4,330.2,0.00033
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP178 - 18th Main, Marenahalli",1219.9,1906.6,206.9,0.000524
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar","BTP112 - 14th Cross, KR Road",1448.6,2300.9,283.2,0.000434
BTP067 - Jai Muni Rao Circle,BTP018 - Dhobi Ghat Junction,1269.5,2134.0,226.8,0.000468
BTP067 - Jai Muni Rao Circle,BTP068 - Veeresh Theatre Junction,343.9,386.8,50.4,0.002579
BTP067 - Jai Muni Rao Circle,BTP214 - 5th Main Chamrajpet  Junction,1840.6,2713.8,411.5,0.000368
BTP067 - Jai Muni Rao Circle,"BTP025 - Puttamma Choultry, Nagarbhavi",492.1,594.2,112.0,0.00168
BTP154 - Itmadu Junction,BTP158 - Devegowda Petrol Bunk,1765.7,2020.5,201.0,0.000495
BTP154 - Itmadu Junction,BTP156 - Kamakya Junction,1018.8,1255.9,134.3,0.000796
BTP018 - Dhobi Ghat Junction,BTP068 - Veeresh Theatre Junction,1241.1,4197.5,453.2,0.000238
BTP018 - Dhobi Ghat Junction,"BTP206 - Shankara Mutt Circle, Vijayanagar",1525.2,2179.6,282.1,0.000459
BTP018 - Dhobi Ghat Junction,BTP006 - Navarang Bar Junction,922.0,2814.1,335.3,0.000355
BTP018 - Dhobi Ghat Junction,BTP009 - Prakash Nagar Junction,1007.1,2381.8,306.2,0.00042
BTP018 - Dhobi Ghat Junction,"BTP025 - Puttamma Choultry, Nagarbhavi",1604.2,5107.4,598.0,0.000196
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP202 - East End Main Road, Jayanagar",1637.7,2346.4,295.6,0.000426
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP190 - 36th Cross, 4th Main, Jayanagar",293.3,448.0,107.2,0.002227
"BTP191 - 40th Cross, 4th Main, Jayanagar",BTP187 - South End Circle,1927.4,2506.2,314.5,0.000399
"BTP191 - 40th Cross, 4th Main, Jayanagar",BTP157 - Kadirenahalli Cross,1826.0,2402.2,284.6,0.000416
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP189 - New Diagonal Road, Jayanagar",905.0,1212.5,164.8,0.000824
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP114 - KR Road Junction, Near JSS",912.6,1279.0,228.6,0.000781
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP127 - Sagar Hospital, Jayanagar",1945.8,2609.1,403.2,0.000383
"BTP191 - 40th Cross, 4th Main, Jayanagar",BTP128 - Gorappanapalya Junction,1973.5,2674.4,321.4,0.000374
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar",1439.7,1723.3,202.0,0.00058
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP198 - 9th Cross, 8th Main, JP Nagar",1823.9,2505.9,318.6,0.000399
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP188 - 27th Cross, 4th Main, Jayanagar",1079.3,1386.2,189.8,0.000721
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP200 - 15th Cross, 33rd Main, JP Nagar",1534.6,2822.9,332.9,0.000354
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP178 - 18th Main, Marenahalli",874.4,1800.3,217.9,0.000555
"BTP191 - 40th Cross, 4th Main, Jayanagar","BTP112 - 14th Cross, KR Road",1416.2,2053.9,283.2,0.000487
"BTP202 - East End Main Road, Jayanagar","BTP190 - 36th Cross, 4th Main, Jayanagar",1808.0,2387.2,299.6,0.000419
"BTP202 - East End Main Road, Jayanagar","BTP127 - Sagar Hospital, Jayanagar",1204.0,1310.4,243.6,0.000763
"BTP202 - East End Main Road, Jayanagar",BTP128 - Gorappanapalya Junction,517.5,790.2,108.4,0.001264
"BTP202 - East End Main Road, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar",210.3,283.6,41.9,0.003514
"BTP202 - East End Main Road, Jayanagar","BTP198 - 9th Cross, 8th Main, JP Nagar",774.1,1017.3,145.7,0.000982
"BTP202 - East End Main Road, Jayanagar","BTP178 - 18th Main, Marenahalli",807.6,853.6,94.5,0.00117
BTP105 - Shivasankara Circle,BTP212 - Minto Junction,483.0,728.8,122.6,0.00137
BTP105 - Shivasankara Circle,BTP075 - Police Corner,1867.5,2621.5,293.1,0.000381
BTP105 - Shivasankara Circle,BTP193 - Vasavi Circle,839.8,1445.9,186.9,0.000691
BTP105 - Shivasankara Circle,BTP184 - Lalbagh West Gate,1145.2,1970.0,273.0,0.000507
BTP105 - Shivasankara Circle,BTP120 - Lalbagh Main Gate Junction,1153.7,2018.5,258.1,0.000495
BTP105 - Shivasankara Circle,BTP077 - Halasuru Gate Junction,1777.0,2396.2,273.7,0.000417
BTP105 - Shivasankara Circle,BTP217 - Baleyele Junction,514.1,613.1,89.9,0.001628
BTP105 - Shivasankara Circle,BTP185 - RV Teachers College,1543.7,2207.0,258.0,0.000453
BTP105 - Shivasankara Circle,BTP107 - National College Junction,893.5,1359.6,209.0,0.000735
BTP105 - Shivasankara Circle,BTP213 - Royan Circle,767.4,1057.0,154.8,0.000945
"BTP094 - Sri Skanda Complex, Mysore Road",BTP214 - 5th Main Chamrajpet  Junction,1233.8,1779.0,312.8,0.000562
"BTP094 - Sri Skanda Complex, Mysore Road","BTP093 - Toll Gate, Mysore Road",723.8,1083.6,129.4,0.000922
"BTP094 - Sri Skanda Complex, Mysore Road",BTP092 - Bangalore Builders Junction,1102.8,1355.2,132.9,0.000737
BTP216 - Yediyur Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",677.7,1333.3,208.3,0.000749
BTP216 - Yediyur Junction,"BTP190 - 36th Cross, 4th Main, Jayanagar",1783.7,2149.3,265.9,0.000465
BTP216 - Yediyur Junction,BTP187 - South End Circle,543.9,731.5,85.6,0.001365
BTP216 - Yediyur Junction,BTP193 - Vasavi Circle,1307.0,1302.9,136.5,0.000767
BTP216 - Yediyur Junction,BTP184 - Lalbagh West Gate,1209.4,2052.8,254.6,0.000487
BTP216 - Yediyur Junction,"BTP189 - New Diagonal Road, Jayanagar",1179.3,1479.5,169.7,0.000675
BTP216 - Yediyur Junction,BTP120 - Lalbagh Main Gate Junction,1961.3,3126.1,337.6,0.00032
BTP216 - Yediyur Junction,"BTP114 - KR Road Junction, Near JSS",1551.4,2044.5,283.9,0.000489
BTP216 - Yediyur Junction,"BTP110 - Bharathi Nursing Home, Basavanagudi",500.8,1048.6,137.7,0.000953
BTP216 - Yediyur Junction,"BTP188 - 27th Cross, 4th Main, Jayanagar",1012.1,1519.8,173.5,0.000658
