source,target,aerial_distance_m,road_distance_m,duration_s,weight
BTP044 - Sagar Theatre Junction,BTP043 - Upparpet Junction,555.1,862.8,125.0,0.001158
BTP044 - Sagar Theatre Junction,BTP040 - Elite Junction,309.4,495.1,69.9,0.002016
BTP044 - Sagar Theatre Junction,BTP038 - Mysore Bank Junction,304.8,794.1,129.4,0.001258
BTP044 - Sagar Theatre Junction,BTP057 - Anand Rao Junction,695.8,1370.7,181.0,0.000729
BTP044 - Sagar Theatre Junction,BTP063 - Siddalingaiah Circle,1966.5,3434.5,592.4,0.000291
BTP044 - Sagar Theatre Junction,"BTP083 - AS Char Street, Mysore Road",1062.1,1222.7,156.4,0.000817
BTP044 - Sagar Theatre Junction,BTP082 - KR Market Junction,1182.9,1696.7,184.7,0.000589
BTP044 - Sagar Theatre Junction,BTP058 - Subbanna Junction,454.7,889.1,133.8,0.001123
BTP044 - Sagar Theatre Junction,BTP064 - Devanga Hostel Junction,1807.0,3502.0,460.2,0.000285
BTP044 - Sagar Theatre Junction,BTP045 - Danvanthri Road Junction,503.8,837.0,138.5,0.001193
BTP044 - Sagar Theatre Junction,BTP048 - Shanthala Junction,910.3,1261.6,158.1,0.000792
BTP044 - Sagar Theatre Junction,BTP054 - Shivananda Circle,1259.6,1655.9,224.1,0.000604
BTP044 - Sagar Theatre Junction,"BTP080 - NR Road, SP Road Junction",1260.4,2372.1,262.3,0.000421
BTP044 - Sagar Theatre Junction,"BTP168 - MSR Building, JC Road",1637.7,3013.3,378.1,0.000332
BTP044 - Sagar Theatre Junction,BTP104 - Medical College Circle,1727.6,2307.6,286.2,0.000433
BTP044 - Sagar Theatre Junction,BTP118 - Basappa Circle,1870.6,2350.5,255.7,0.000425
BTP044 - Sagar Theatre Junction,BTP076 - Hudson Circle,1320.7,1799.6,271.2,0.000555
BTP044 - Sagar Theatre Junction,BTP079 - Town Hall Junction,1301.3,2616.5,306.4,0.000382
BTP044 - Sagar Theatre Junction,BTP180 - Swagath Poornima Theatre,1850.3,2786.5,383.1,0.000359
BTP044 - Sagar Theatre Junction,BTP074 - Leprosy Hospital Junction,1855.6,3376.1,383.8,0.000296
BTP044 - Sagar Theatre Junction,BTP037 - KR Circle,846.9,2053.1,253.0,0.000487
BTP044 - Sagar Theatre Junction,BTP167 - JC Road Junction,1871.0,2519.1,313.3,0.000397
BTP044 - Sagar Theatre Junction,BTP078 - NR Square Junction,1230.4,1574.4,317.7,0.000635
BTP044 - Sagar Theatre Junction,BTP047 - Vidhan Soudha Metro Station,1572.7,2711.7,417.8,0.000369
BTP044 - Sagar Theatre Junction,BTP041 - Gopal Gowda Circle,1259.5,2069.0,277.4,0.000483
BTP044 - Sagar Theatre Junction,BTP052 - CID Carlton House Junction,1152.3,2065.0,284.5,0.000484
BTP044 - Sagar Theatre Junction,BTP085 - Briyand Circle,1418.3,2020.1,248.6,0.000495
BTP044 - Sagar Theatre Junction,BTP212 - Minto Junction,1817.4,2538.6,302.3,0.000394
BTP044 - Sagar Theatre Junction,BTP036 - Police Thimmaiah Circle (GPO),1804.5,3407.6,415.1,0.000293
BTP044 - Sagar Theatre Junction,BTP075 - Police Corner,1048.7,1801.7,267.4,0.000555
BTP044 - Sagar Theatre Junction,BTP077 - Halasuru Gate Junction,1263.2,1505.8,232.2,0.000664
BTP044 - Sagar Theatre Junction,BTP203 - RRMR Junction,1798.4,3216.4,416.0,0.000311
BTP044 - Sagar Theatre Junction,BTP053 - Three Let Junction,1043.4,1918.3,241.3,0.000521
BTP044 - Sagar Theatre Junction,BTP213 - Royan Circle,1963.5,2207.2,246.6,0.000453
BTP044 - Sagar Theatre Junction,BTP035 - Basaweshwara Circle (LH) Junction,1471.3,2516.7,304.6,0.000397
BTP051 - Safina Plaza Junction,BTP034 - LRDE Junction,1999.2,3547.1,371.8,0.000282
BTP051 - Safina Plaza Junction,BTP063 - Siddalingaiah Circle,1687.7,2901.4,419.1,0.000345
BTP051 - Safina Plaza Junction,BTP141 - Palmgroove Junction,1527.8,2147.7,243.4,0.000465
BTP051 - Safina Plaza Junction,BTP211 - Central Street Junction,616.5,1345.8,211.9,0.000743
BTP051 - Safina Plaza Junction,BTP166 - Coffee Board Junction,1609.5,3012.8,342.7,0.000332
BTP051 - Safina Plaza Junction,"BTP099 - Cash Pharmacy, Residency Road",1623.2,2875.0,317.5,0.000348
BTP051 - Safina Plaza Junction,BTP173 - TMC,1088.4,2996.2,324.0,0.000334
BTP051 - Safina Plaza Junction,BTP042 - Minsk Square Junction (CTO),1109.4,2416.6,252.0,0.000414
BTP051 - Safina Plaza Junction,BTP047 - Vidhan Soudha Metro Station,1760.1,3615.3,455.4,0.000277
BTP051 - Safina Plaza Junction,BTP171 - Indian Express (Balekundri),1227.6,1981.3,367.9,0.000504
BTP051 - Safina Plaza Junction,BTP036 - Police Thimmaiah Circle (GPO),1557.5,2319.2,233.3,0.000431
BTP051 - Safina Plaza Junction,BTP143 - ASC Junction,1769.2,2430.6,262.0,0.000411
BTP205 - Modi Hospital Junction,BTP027 - Modi Bridge Junction,309.3,543.0,86.9,0.001838
BTP205 - Modi Hospital Junction,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",852.5,1215.7,187.7,0.000822
BTP205 - Modi Hospital Junction,BTP208 - Havanur Circle,1470.0,2334.9,353.7,0.000428
BTP205 - Modi Hospital Junction,"BTP024 - NPS, Vijayanagar",1633.3,2563.9,288.8,0.00039
BTP205 - Modi Hospital Junction,"BTP210 - 50th cross, 12th Main , Rajajinagar",1466.0,2104.3,281.3,0.000475
BTP205 - Modi Hospital Junction,BTP207 - 8th Main Road Basaveshwara Nagar,1109.4,1963.8,308.7,0.000509
BTP205 - Modi Hospital Junction,"BTP001 - 10th Cross, Dr. Rajkumar Road",1419.0,1876.6,227.5,0.000533
BTP205 - Modi Hospital Junction,BTP061 - Bhashyam Circle,1562.7,2136.8,260.4,0.000468
BTP205 - Modi Hospital Junction,BTP023 - Mahalaxmi Layout Entrance,1300.3,1808.2,235.4,0.000553
BTP205 - Modi Hospital Junction,"BTP182 - 19th Main Junction, Rajajinagar",454.8,579.8,81.3,0.001722
BTP205 - Modi Hospital Junction,"BTP026 - 1st Block Junction, Rajajinagar",647.1,968.8,140.2,0.001031
BTP205 - Modi Hospital Junction,"BTP204 - ESI Hospital, Rajajinagar",1080.9,1587.4,211.9,0.00063
BTP205 - Modi Hospital Junction,"BTP170 - Dr. Bheem Rao Palace, Chord Road",916.7,1276.8,156.4,0.000783
BTP205 - Modi Hospital Junction,BTP008 - Navarang Theatre,674.4,1082.8,143.1,0.000923
BTP205 - Modi Hospital Junction,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",1740.6,3348.3,369.1,0.000299
BTP205 - Modi Hospital Junction,BTP018 - Dhobi Ghat Junction,1141.2,2293.1,261.1,0.000436
BTP205 - Modi Hospital Junction,"BTP206 - Shankara Mutt Circle, Vijayanagar",612.5,1020.3,173.1,0.000979
BTP205 - Modi Hospital Junction,BTP006 - Navarang Bar Junction,1361.4,2006.0,261.9,0.000498
BTP205 - Modi Hospital Junction,BTP009 - Prakash Nagar Junction,1282.2,1573.7,232.8,0.000635
BTP043 - Upparpet Junction,BTP040 - Elite Junction,616.9,919.6,131.1,0.001086
BTP043 - Upparpet Junction,BTP038 - Mysore Bank Junction,665.3,955.0,163.7,0.001046
BTP043 - Upparpet Junction,BTP057 - Anand Rao Junction,926.9,1795.2,242.2,0.000557
BTP043 - Upparpet Junction,"BTP083 - AS Char Street, Mysore Road",536.7,1030.3,163.4,0.00097
BTP043 - Upparpet Junction,BTP082 - KR Market Junction,768.4,1504.3,191.7,0.000664
BTP043 - Upparpet Junction,BTP058 - Subbanna Junction,938.1,1313.6,195.0,0.000761
BTP043 - Upparpet Junction,BTP064 - Devanga Hostel Junction,1812.7,4280.0,489.8,0.000234
BTP043 - Upparpet Junction,BTP045 - Danvanthri Road Junction,664.3,1261.5,199.7,0.000792
BTP043 - Upparpet Junction,BTP048 - Shanthala Junction,831.4,1344.4,212.2,0.000743
BTP043 - Upparpet Junction,BTP054 - Shivananda Circle,1719.4,2080.4,285.3,0.00048
BTP043 - Upparpet Junction,"BTP080 - NR Road, SP Road Junction",1113.4,2179.7,269.3,0.000459
BTP043 - Upparpet Junction,"BTP168 - MSR Building, JC Road",1455.5,2820.9,385.1,0.000354
BTP043 - Upparpet Junction,BTP104 - Medical College Circle,1292.3,2115.2,293.2,0.000473
BTP043 - Upparpet Junction,BTP119 - Minerva Circle,1851.9,3024.8,433.0,0.00033
BTP043 - Upparpet Junction,BTP118 - Basappa Circle,1458.7,2158.1,262.7,0.000463
BTP043 - Upparpet Junction,BTP076 - Hudson Circle,1475.5,1960.6,305.5,0.00051
BTP043 - Upparpet Junction,BTP079 - Town Hall Junction,1226.3,2424.1,313.4,0.000412
BTP043 - Upparpet Junction,BTP180 - Swagath Poornima Theatre,1740.5,3564.4,412.7,0.00028
BTP043 - Upparpet Junction,BTP192 - Urvashi Theater,1983.0,3971.5,446.3,0.000252
BTP043 - Upparpet Junction,BTP074 - Leprosy Hospital Junction,1581.8,2673.9,391.0,0.000374
BTP043 - Upparpet Junction,BTP037 - KR Circle,1331.1,2269.5,309.9,0.00044
BTP043 - Upparpet Junction,BTP167 - JC Road Junction,1558.1,2326.7,320.3,0.00043
BTP043 - Upparpet Junction,BTP078 - NR Square Junction,1216.0,2573.2,319.7,0.000388
BTP043 - Upparpet Junction,BTP041 - Gopal Gowda Circle,1733.0,2229.9,311.7,0.000448
BTP043 - Upparpet Junction,BTP052 - CID Carlton House Junction,1695.2,2225.9,318.8,0.000449
BTP043 - Upparpet Junction,BTP085 - Briyand Circle,867.4,1317.8,255.8,0.000758
BTP043 - Upparpet Junction,"BTP089 - Police Quarters, Sultan Road",1725.5,2448.6,298.7,0.000408
BTP043 - Upparpet Junction,BTP105 - Shivasankara Circle,1590.4,2742.4,351.0,0.000365
BTP043 - Upparpet Junction,BTP212 - Minto Junction,1285.6,2346.2,309.3,0.000426
BTP043 - Upparpet Junction,BTP075 - Police Corner,1188.3,1962.6,301.7,0.000509
BTP043 - Upparpet Junction,BTP077 - Halasuru Gate Junction,1332.4,1666.7,266.5,0.0006
BTP043 - Upparpet Junction,BTP203 - RRMR Junction,1996.4,3377.3,450.3,0.000296
BTP043 - Upparpet Junction,BTP053 - Three Let Junction,1569.3,2342.8,302.5,0.000427
BTP043 - Upparpet Junction,BTP217 - Baleyele Junction,1667.6,2472.8,318.3,0.000404
BTP043 - Upparpet Junction,BTP213 - Royan Circle,1410.6,2014.8,253.6,0.000496
BTP034 - LRDE Junction,BTP032 - Windsor Circle,654.7,985.7,128.6,0.001013
BTP034 - LRDE Junction,BTP063 - Siddalingaiah Circle,1944.8,3248.3,447.2,0.000308
BTP034 - LRDE Junction,BTP058 - Subbanna Junction,1756.9,2964.2,332.6,0.000337
BTP034 - LRDE Junction,BTP054 - Shivananda Circle,1415.9,1735.9,236.2,0.000576
BTP034 - LRDE Junction,BTP211 - Central Street Junction,1382.7,2295.1,285.8,0.000436
BTP034 - LRDE Junction,BTP166 - Coffee Board Junction,471.9,784.7,143.0,0.001273
BTP034 - LRDE Junction,BTP037 - KR Circle,1429.2,1675.0,173.4,0.000597
BTP034 - LRDE Junction,BTP173 - TMC,1007.6,1605.0,171.0,0.000623
BTP034 - LRDE Junction,BTP042 - Minsk Square Junction (CTO),1077.8,1800.3,189.7,0.000555
BTP034 - LRDE Junction,BTP047 - Vidhan Soudha Metro Station,949.1,1475.6,240.3,0.000677
BTP034 - LRDE Junction,BTP041 - Gopal Gowda Circle,1238.6,1886.9,231.5,0.00053
BTP034 - LRDE Junction,"BTP033 - Sophia High School, Sankey Road",408.6,713.3,102.6,0.0014
BTP034 - LRDE Junction,BTP052 - CID Carlton House Junction,944.3,1095.8,136.4,0.000912
BTP034 - LRDE Junction,BTP171 - Indian Express (Balekundri),779.7,2099.5,310.2,0.000476
BTP034 - LRDE Junction,BTP036 - Police Thimmaiah Circle (GPO),856.4,1572.3,169.4,0.000636
BTP034 - LRDE Junction,BTP053 - Three Let Junction,1189.3,1317.4,138.1,0.000758
BTP034 - LRDE Junction,BTP035 - Basaweshwara Circle (LH) Junction,568.8,572.8,59.7,0.001743
BTP040 - Elite Junction,BTP038 - Mysore Bank Junction,613.9,1021.0,158.9,0.000978
BTP040 - Elite Junction,BTP057 - Anand Rao Junction,392.9,860.1,132.4,0.001161
BTP040 - Elite Junction,"BTP083 - AS Char Street, Mysore Road",1153.2,1684.7,258.5,0.000593
BTP040 - Elite Junction,BTP082 - KR Market Junction,1355.3,2158.7,286.8,0.000463
BTP040 - Elite Junction,BTP058 - Subbanna Junction,350.0,529.7,84.3,0.001884
BTP040 - Elite Junction,BTP045 - Danvanthri Road Junction,203.2,643.8,127.2,0.001551
BTP040 - Elite Junction,BTP048 - Shanthala Junction,634.8,1092.6,141.8,0.000914
BTP040 - Elite Junction,BTP054 - Shivananda Circle,1102.8,1296.6,174.6,0.000771
BTP040 - Elite Junction,"BTP080 - NR Road, SP Road Junction",1531.8,2834.1,364.4,0.000353
BTP040 - Elite Junction,"BTP168 - MSR Building, JC Road",1905.8,3475.2,480.2,0.000288
BTP040 - Elite Junction,BTP104 - Medical College Circle,1894.1,2769.6,388.3,0.000361
BTP040 - Elite Junction,BTP076 - Hudson Circle,1630.0,2881.1,334.1,0.000347
BTP040 - Elite Junction,BTP079 - Town Hall Junction,1588.9,3078.5,408.5,0.000325
BTP040 - Elite Junction,BTP074 - Leprosy Hospital Junction,1606.5,3207.1,367.5,0.000312
BTP040 - Elite Junction,BTP037 - KR Circle,1076.7,1693.8,203.5,0.00059
BTP040 - Elite Junction,BTP010 - Rajajinagar Entrance,1897.7,3358.4,401.0,0.000298
BTP040 - Elite Junction,BTP078 - NR Square Junction,1527.1,2036.4,410.2,0.000491
BTP040 - Elite Junction,BTP047 - Vidhan Soudha Metro Station,1761.2,2429.2,383.3,0.000411
BTP040 - Elite Junction,BTP041 - Gopal Gowda Circle,1482.5,2322.2,280.1,0.00043
BTP040 - Elite Junction,BTP052 - CID Carlton House Junction,1284.8,1804.8,249.6,0.000554
BTP040 - Elite Junction,BTP085 - Briyand Circle,1401.5,1851.1,232.3,0.00054
BTP040 - Elite Junction,BTP212 - Minto Junction,1896.0,2820.6,345.7,0.000354
BTP040 - Elite Junction,BTP036 - Police Thimmaiah Circle (GPO),1983.0,3628.4,401.3,0.000276
BTP040 - Elite Junction,BTP075 - Police Corner,1357.6,2870.2,339.7,0.000348
BTP040 - Elite Junction,BTP077 - Halasuru Gate Junction,1569.5,1967.8,324.7,0.000508
BTP040 - Elite Junction,BTP053 - Three Let Junction,986.0,1558.9,191.8,0.000641
BTP040 - Elite Junction,BTP213 - Royan Circle,1990.4,2489.2,290.0,0.000402
BTP040 - Elite Junction,BTP035 - Basaweshwara Circle (LH) Junction,1537.2,2157.4,255.1,0.000463
BTP038 - Mysore Bank Junction,BTP057 - Anand Rao Junction,995.9,1813.9,206.3,0.000551
BTP038 - Mysore Bank Junction,BTP063 - Siddalingaiah Circle,1688.5,3107.1,519.4,0.000322
BTP038 - Mysore Bank Junction,"BTP083 - AS Char Street, Mysore Road",1073.3,1959.1,249.7,0.00051
BTP038 - Mysore Bank Junction,BTP082 - KR Market Junction,1091.4,2433.1,278.0,0.000411
BTP038 - Mysore Bank Junction,BTP058 - Subbanna Junction,681.8,1301.0,158.0,0.000768
BTP038 - Mysore Bank Junction,BTP064 - Devanga Hostel Junction,1515.2,4002.9,449.7,0.00025
BTP038 - Mysore Bank Junction,BTP045 - Danvanthri Road Junction,807.7,1579.3,229.4,0.000633
BTP038 - Mysore Bank Junction,BTP048 - Shanthala Junction,1202.4,2003.9,249.0,0.000499
BTP038 - Mysore Bank Junction,BTP054 - Shivananda Circle,1450.5,2250.3,253.2,0.000444
BTP038 - Mysore Bank Junction,"BTP080 - NR Road, SP Road Junction",1025.9,3108.5,355.6,0.000322
BTP038 - Mysore Bank Junction,"BTP168 - MSR Building, JC Road",1401.5,3558.9,410.7,0.000281
BTP038 - Mysore Bank Junction,BTP166 - Coffee Board Junction,1909.2,2657.9,314.0,0.000376
BTP038 - Mysore Bank Junction,BTP104 - Medical College Circle,1621.6,3044.0,379.5,0.000328
BTP038 - Mysore Bank Junction,BTP118 - Basappa Circle,1743.4,3086.9,349.0,0.000324
BTP038 - Mysore Bank Junction,BTP076 - Hudson Circle,1016.2,2300.5,260.7,0.000434
BTP038 - Mysore Bank Junction,BTP079 - Town Hall Junction,1039.7,3128.9,370.7,0.000319
BTP038 - Mysore Bank Junction,BTP180 - Swagath Poornima Theatre,1584.9,3287.3,372.6,0.000304
BTP038 - Mysore Bank Junction,BTP192 - Urvashi Theater,1952.0,3694.4,406.2,0.000271
BTP038 - Mysore Bank Junction,BTP037 - KR Circle,669.6,1314.5,146.2,0.00076
BTP038 - Mysore Bank Junction,BTP167 - JC Road Junction,1685.6,3255.5,406.6,0.000307
BTP038 - Mysore Bank Junction,BTP078 - NR Square Junction,953.7,2004.7,373.9,0.000499
BTP038 - Mysore Bank Junction,BTP047 - Vidhan Soudha Metro Station,1413.6,1895.3,288.8,0.000527
BTP038 - Mysore Bank Junction,BTP041 - Gopal Gowda Circle,1067.8,1741.6,204.4,0.000574
BTP038 - Mysore Bank Junction,BTP052 - CID Carlton House Junction,1077.3,1270.9,155.1,0.000786
BTP038 - Mysore Bank Junction,BTP085 - Briyand Circle,1514.0,2762.4,339.5,0.000362
BTP038 - Mysore Bank Junction,BTP105 - Shivasankara Circle,1991.4,3671.2,437.3,0.000272
BTP038 - Mysore Bank Junction,BTP212 - Minto Junction,1806.4,3275.0,395.6,0.000305
BTP038 - Mysore Bank Junction,BTP036 - Police Thimmaiah Circle (GPO),1651.3,2970.6,309.9,0.000337
BTP038 - Mysore Bank Junction,BTP075 - Police Corner,747.0,2289.6,266.3,0.000437
BTP038 - Mysore Bank Junction,BTP077 - Halasuru Gate Junction,967.7,1623.2,280.4,0.000616
BTP038 - Mysore Bank Junction,BTP203 - RRMR Junction,1495.5,3188.1,391.0,0.000314
BTP038 - Mysore Bank Junction,BTP053 - Three Let Junction,1164.9,2076.4,214.2,0.000481
BTP038 - Mysore Bank Junction,BTP035 - Basaweshwara Circle (LH) Junction,1451.7,1678.7,185.1,0.000595
BTP032 - Windsor Circle,BTP058 - Subbanna Junction,1873.8,3531.1,399.3,0.000283
BTP032 - Windsor Circle,BTP054 - Shivananda Circle,1263.0,2055.0,239.0,0.000486
BTP032 - Windsor Circle,BTP211 - Central Street Junction,1976.1,2988.5,374.0,0.000335
BTP032 - Windsor Circle,BTP166 - Coffee Board Junction,1126.6,1723.1,242.2,0.00058
BTP032 - Windsor Circle,BTP037 - KR Circle,1849.3,2613.5,272.6,0.000382
BTP032 - Windsor Circle,BTP173 - TMC,1653.3,2594.7,269.1,0.000385
BTP032 - Windsor Circle,BTP042 - Minsk Square Junction (CTO),1730.2,2790.0,287.8,0.000358
BTP032 - Windsor Circle,BTP047 - Vidhan Soudha Metro Station,1546.4,2414.0,339.5,0.000414
BTP032 - Windsor Circle,BTP041 - Gopal Gowda Circle,1770.4,3166.8,329.9,0.000316
BTP032 - Windsor Circle,"BTP033 - Sophia High School, Sankey Road",298.5,274.2,35.7,0.003634
BTP032 - Windsor Circle,BTP052 - CID Carlton House Junction,1360.7,2034.3,235.6,0.000491
BTP032 - Windsor Circle,BTP171 - Indian Express (Balekundri),1361.4,2227.4,252.0,0.000449
BTP032 - Windsor Circle,BTP036 - Police Thimmaiah Circle (GPO),1494.2,2562.0,267.5,0.00039
BTP032 - Windsor Circle,BTP053 - Three Let Junction,1236.0,2255.9,237.3,0.000443
BTP032 - Windsor Circle,BTP035 - Basaweshwara Circle (LH) Junction,942.7,1511.3,158.9,0.000661
BTP027 - Modi Bridge Junction,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",748.0,1156.8,223.7,0.000864
BTP027 - Modi Bridge Junction,BTP208 - Havanur Circle,1769.7,2576.5,398.0,0.000388
BTP027 - Modi Bridge Junction,"BTP024 - NPS, Vijayanagar",1778.5,2505.0,324.8,0.000399
BTP027 - Modi Bridge Junction,"BTP210 - 50th cross, 12th Main , Rajajinagar",1462.5,2045.5,317.3,0.000489
BTP027 - Modi Bridge Junction,BTP207 - 8th Main Road Basaveshwara Nagar,1418.2,2205.4,353.0,0.000453
BTP027 - Modi Bridge Junction,"BTP001 - 10th Cross, Dr. Rajkumar Road",1142.1,1616.3,237.5,0.000618
BTP027 - Modi Bridge Junction,BTP061 - Bhashyam Circle,1601.1,2077.9,296.4,0.000481
BTP027 - Modi Bridge Junction,BTP023 - Mahalaxmi Layout Entrance,1120.7,1354.8,184.9,0.000738
BTP027 - Modi Bridge Junction,"BTP182 - 19th Main Junction, Rajajinagar",156.1,520.9,117.3,0.001916
BTP027 - Modi Bridge Junction,"BTP026 - 1st Block Junction, Rajajinagar",400.6,893.9,148.3,0.001117
BTP027 - Modi Bridge Junction,"BTP204 - ESI Hospital, Rajajinagar",1058.5,1528.5,247.9,0.000654
BTP027 - Modi Bridge Junction,"BTP170 - Dr. Bheem Rao Palace, Chord Road",968.1,1218.0,192.4,0.00082
BTP027 - Modi Bridge Junction,BTP008 - Navarang Theatre,400.9,1024.0,179.1,0.000976
BTP027 - Modi Bridge Junction,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",1655.6,3289.5,405.1,0.000304
BTP027 - Modi Bridge Junction,BTP018 - Dhobi Ghat Junction,1255.6,2234.2,297.1,0.000447
BTP027 - Modi Bridge Junction,"BTP206 - Shankara Mutt Circle, Vijayanagar",866.7,1262.0,217.4,0.000792
BTP027 - Modi Bridge Junction,BTP006 - Navarang Bar Junction,1249.4,1947.1,297.9,0.000513
BTP027 - Modi Bridge Junction,BTP009 - Prakash Nagar Junction,1138.3,1514.8,268.8,0.00066
BTP091 - Sirsi Circle,"BTP083 - AS Char Street, Mysore Road",1773.2,2480.2,395.6,0.000403
BTP091 - Sirsi Circle,BTP071 - Prasanna Junction,1529.4,3544.8,422.8,0.000282
BTP091 - Sirsi Circle,BTP104 - Medical College Circle,1971.0,3196.6,472.3,0.000313
BTP091 - Sirsi Circle,BTP020 - Hosahalli Metro Station,1961.9,2873.8,449.3,0.000348
BTP091 - Sirsi Circle,BTP069 - MC Circle,1831.5,3267.4,486.5,0.000306
BTP091 - Sirsi Circle,"BTP070 - Cholurpalya Junction, Magadi Road",1513.4,2540.2,423.0,0.000394
BTP091 - Sirsi Circle,"BTP095 - Satellite Bus Stand, Mysore Road",1895.5,2586.3,297.6,0.000387
BTP091 - Sirsi Circle,BTP074 - Leprosy Hospital Junction,1554.9,2441.2,310.1,0.000409
BTP091 - Sirsi Circle,BTP085 - Briyand Circle,1252.8,2384.7,342.5,0.000419
BTP091 - Sirsi Circle,"BTP089 - Police Quarters, Sultan Road",548.7,1158.1,214.9,0.000863
BTP091 - Sirsi Circle,BTP105 - Shivasankara Circle,1784.1,2941.2,407.1,0.00034
BTP091 - Sirsi Circle,"BTP094 - Sri Skanda Complex, Mysore Road",1524.9,2211.3,263.9,0.000452
BTP091 - Sirsi Circle,BTP212 - Minto Junction,1400.7,2876.5,394.3,0.000348
BTP091 - Sirsi Circle,BTP214 - 5th Main Chamrajpet  Junction,728.2,879.9,191.6,0.001135
BTP091 - Sirsi Circle,"BTP093 - Toll Gate, Mysore Road",801.3,1789.0,258.0,0.000559
BTP091 - Sirsi Circle,BTP092 - Bangalore Builders Junction,451.4,2060.6,261.5,0.000485
BTP091 - Sirsi Circle,BTP217 - Baleyele Junction,1289.5,2207.5,302.5,0.000453
BTP091 - Sirsi Circle,BTP213 - Royan Circle,1054.4,2198.9,342.2,0.000455
BTP057 - Anand Rao Junction,"BTP083 - AS Char Street, Mysore Road",1439.5,2103.7,312.4,0.000475
BTP057 - Anand Rao Junction,BTP082 - KR Market Junction,1693.2,2577.7,340.7,0.000388
BTP057 - Anand Rao Junction,BTP058 - Subbanna Junction,464.8,550.8,93.7,0.001812
BTP057 - Anand Rao Junction,BTP045 - Danvanthri Road Junction,262.7,450.4,94.7,0.002215
BTP057 - Anand Rao Junction,BTP048 - Shanthala Junction,477.8,1511.6,195.7,0.000661
BTP057 - Anand Rao Junction,BTP054 - Shivananda Circle,904.9,993.5,153.0,0.001006
BTP057 - Anand Rao Junction,"BTP080 - NR Road, SP Road Junction",1920.1,3253.1,418.3,0.000307
BTP057 - Anand Rao Junction,BTP079 - Town Hall Junction,1981.2,3580.9,437.3,0.000279
BTP057 - Anand Rao Junction,BTP074 - Leprosy Hospital Junction,1420.4,3024.7,374.3,0.000331
BTP057 - Anand Rao Junction,BTP037 - KR Circle,1354.4,1565.2,196.7,0.000638
BTP057 - Anand Rao Junction,BTP010 - Rajajinagar Entrance,1582.7,2927.7,374.9,0.000341
BTP057 - Anand Rao Junction,BTP078 - NR Square Junction,1919.9,3730.1,443.6,0.000268
BTP057 - Anand Rao Junction,BTP047 - Vidhan Soudha Metro Station,1964.5,2541.6,391.0,0.000393
BTP057 - Anand Rao Junction,BTP041 - Gopal Gowda Circle,1736.1,2193.6,273.3,0.000456
BTP057 - Anand Rao Junction,"BTP033 - Sophia High School, Sankey Road",1975.5,2464.4,287.5,0.000406
BTP057 - Anand Rao Junction,BTP052 - CID Carlton House Junction,1443.1,1917.2,257.3,0.000521
BTP057 - Anand Rao Junction,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",1859.4,2996.5,368.5,0.000334
BTP057 - Anand Rao Junction,BTP085 - Briyand Circle,1574.0,2270.1,286.2,0.00044
BTP057 - Anand Rao Junction,BTP075 - Police Corner,1742.7,2741.6,332.9,0.000365
BTP057 - Anand Rao Junction,BTP077 - Halasuru Gate Junction,1959.0,2910.0,348.8,0.000344
BTP057 - Anand Rao Junction,BTP053 - Three Let Junction,943.6,1255.9,170.2,0.000796
BTP057 - Anand Rao Junction,BTP035 - Basaweshwara Circle (LH) Junction,1601.1,1854.3,233.5,0.000539
BTP063 - Siddalingaiah Circle,BTP064 - Devanga Hostel Junction,1224.3,2232.3,258.2,0.000448
BTP063 - Siddalingaiah Circle,BTP141 - Palmgroove Junction,1854.6,2550.2,339.6,0.000392
BTP063 - Siddalingaiah Circle,"BTP080 - NR Road, SP Road Junction",1667.2,2509.3,284.0,0.000398
BTP063 - Siddalingaiah Circle,"BTP168 - MSR Building, JC Road",1770.0,2784.5,317.8,0.000359
BTP063 - Siddalingaiah Circle,BTP211 - Central Street Junction,1506.6,1945.9,273.0,0.000514
BTP063 - Siddalingaiah Circle,BTP166 - Coffee Board Junction,1511.3,2710.4,333.8,0.000369
BTP063 - Siddalingaiah Circle,BTP172 - Nanjappa Circle,1133.4,1945.1,319.2,0.000514
BTP063 - Siddalingaiah Circle,"BTP099 - Cash Pharmacy, Residency Road",472.9,649.6,110.8,0.001537
BTP063 - Siddalingaiah Circle,BTP076 - Hudson Circle,939.6,2013.5,226.7,0.000496
BTP063 - Siddalingaiah Circle,BTP079 - Town Hall Junction,1495.2,2461.1,286.1,0.000406
BTP063 - Siddalingaiah Circle,BTP180 - Swagath Poornima Theatre,1596.1,2513.0,279.7,0.000398
BTP063 - Siddalingaiah Circle,BTP100 - Richmond Circle,985.0,1600.1,221.9,0.000625
BTP063 - Siddalingaiah Circle,BTP037 - KR Circle,1234.2,2559.6,339.5,0.000391
BTP063 - Siddalingaiah Circle,BTP173 - TMC,1220.9,2693.8,315.1,0.000371
BTP063 - Siddalingaiah Circle,BTP042 - Minsk Square Junction (CTO),1089.6,2114.2,243.1,0.000473
BTP063 - Siddalingaiah Circle,"BTP101 - Blood Bank Circle, KH Road",1066.7,1707.3,212.2,0.000585
