id,cluster_id
FKID182522,-1
FKID182523,101
FKID182524,101
FKID182525,101
FKID182526,101
FKID182527,-1
FKID182528,-1
FKID182529,82
FKID182530,0
FKID182531,82
FKID182532,-1
FKID182533,0
FKID182534,0
FKID182535,0
FKID182536,-1
FKID182537,-1
FKID182538,0
FKID182539,-1
FKID182540,0
FKID182541,4
FKID182542,0
FKID182543,0
FKID182544,-1
FKID182545,-1
FKID182546,12
FKID182547,15
FKID182548,12
FKID182549,-1
FKID182550,-1
FKID182551,-1
FKID182552,-1
FKID182553,12
FKID182554,12
FKID182555,107
FKID182556,0
FKID182557,15
FKID182558,15
FKID182559,0
FKID182560,107
FKID182561,0
FKID182562,108
FKID182563,108
FKID182564,12
FKID182565,12
FKID182566,15
FKID182567,12
FKID182568,12
FKID182569,-1
FKID182570,49
FKID182571,116
FKID182572,-1
FKID182573,-1
FKID182574,49
FKID182575,0
FKID182576,116
FKID182577,0
FKID182578,15
FKID182579,12
FKID182580,-1
FKID182581,0
FKID182582,0
FKID182583,0
FKID182584,12
FKID182585,33
FKID182586,0
FKID182587,0
FKID182588,0
FKID182589,0
FKID182590,0
FKID182591,0
FKID182592,0
FKID182593,0
FKID182594,12
FKID182595,0
FKID182596,0
FKID182597,0
FKID182598,0
FKID182599,12
FKID182600,12
FKID182601,-1
FKID182602,0
FKID182603,7
FKID182604,7
FKID182605,12
FKID182606,12
FKID182607,7
FKID182608,87
FKID182609,7
FKID182610,12
FKID182611,12
FKID182612,87
FKID182613,12
FKID182614,12
FKID182615,-1
FKID182616,-1
FKID182617,101
FKID182618,12
FKID182619,12
FKID182620,101
FKID182621,12
FKID182622,0
FKID182623,108
FKID182624,12
FKID182625,12
FKID182626,12
FKID182627,8
FKID182628,8
FKID182629,12
FKID182630,8
FKID182631,12
FKID182632,12
FKID182633,8
FKID182634,12
FKID182635,12
FKID182636,8
FKID182637,8
FKID182638,12
FKID182639,8
FKID182640,8
FKID182641,8
FKID182642,12
FKID182643,8
FKID182644,8
FKID182645,8
FKID182646,4
FKID182647,8
FKID182648,8
FKID182649,25
FKID182650,37
FKID182651,-1
FKID182652,78
FKID182653,78
FKID182654,12
FKID182655,12
FKID182656,12
FKID182657,12
FKID182658,12
FKID182659,12
FKID182660,12
FKID182661,12
FKID182662,12
FKID182663,49
FKID182664,12
FKID182665,8
FKID182666,8
FKID182667,12
FKID182668,12
FKID182669,12
FKID182670,12
FKID182671,12
FKID182672,12
FKID182673,12
FKID182674,12
FKID182675,12
FKID182676,-1
FKID182677,86
FKID182678,12
FKID182679,41
FKID182680,9
FKID182681,12
FKID182682,0
FKID182683,12
FKID182684,29
FKID182685,0
FKID182686,0
FKID182687,100
FKID182688,7
FKID182689,12
FKID182690,0
FKID182691,0
FKID182692,102
FKID182693,102
FKID182694,102
FKID182695,102
FKID182696,102
FKID182697,102
FKID182698,102
FKID182699,107
FKID182700,3
FKID182701,-1
FKID182702,131
FKID182703,0
FKID182704,12
FKID182705,0
FKID182706,133
FKID182707,0
FKID182708,0
FKID182709,142
FKID182710,0
FKID182711,29
FKID182712,0
FKID182713,12
FKID182714,29
FKID182715,29
FKID182716,29
FKID182717,0
FKID182718,0
FKID182719,-1
FKID182720,12
FKID182721,0
FKID182722,0
FKID182723,0
FKID182724,84
FKID182725,0
FKID182726,6
FKID182727,12
FKID182728,6
FKID182729,6
FKID182730,12
FKID182731,12
FKID182732,12
FKID182733,0
FKID182734,12
FKID182735,12
FKID182736,9
FKID182737,12
FKID182738,6
FKID182739,-1
FKID182740,45
FKID182741,12
FKID182742,82
FKID182743,52
FKID182744,12
FKID182745,12
FKID182746,6
FKID182747,-1
FKID182748,-1
FKID182749,-1
FKID182750,-1
FKID182751,4
FKID182752,4
FKID182753,12
FKID182754,12
FKID182755,12
FKID182756,12
FKID182757,12
FKID182758,-1
FKID182759,12
FKID182760,8
FKID182761,33
FKID182762,15
FKID182763,132
FKID182764,12
FKID182765,63
FKID182766,12
FKID182767,-1
FKID182768,-1
FKID182769,-1
FKID182770,12
FKID182771,-1
FKID182772,30
FKID182773,-1
FKID182774,12
FKID182775,12
FKID182776,12
FKID182777,10
FKID182778,138
FKID182779,84
FKID182780,29
FKID182781,12
FKID182782,0
FKID182783,0
FKID182784,10
FKID182785,151
FKID182786,122
FKID182787,12
FKID182788,12
FKID182789,9
FKID182790,12
FKID182791,12
FKID182792,16
FKID182793,16
FKID182794,16
FKID182795,16
FKID182796,12
FKID182797,111
FKID182798,12
FKID182799,8
FKID182800,41
FKID182801,0
FKID182802,10
FKID182803,-1
FKID182804,41
FKID182805,8
FKID182806,12
FKID182807,26
FKID182808,120
FKID182809,-1
FKID182810,-1
FKID182811,78
FKID182812,4
FKID182813,56
FKID182814,-1
FKID182815,4
FKID182816,-1
FKID182817,0
FKID182818,12
FKID182819,80
FKID182820,12
FKID182821,-1
FKID182822,0
FKID182823,21
FKID182824,0
FKID182825,0
FKID182826,21
FKID182827,-1
FKID182828,6
FKID182829,41
FKID182830,12
FKID182831,12
FKID182832,50
FKID182833,-1
FKID182834,50
FKID182835,50
FKID182836,-1
FKID182837,-1
FKID182838,-1
FKID182839,120
FKID182840,83
FKID182841,12
FKID182842,12
FKID182843,12
FKID182844,12
FKID182845,55
FKID182846,7
FKID182847,-1
FKID182848,19
FKID182849,61
FKID182850,-1
FKID182851,-1
FKID182852,-1
FKID182853,2
FKID182854,78
FKID182855,78
FKID182856,7
FKID182857,61
FKID182858,49
FKID182859,12
FKID182860,12
FKID182861,12
FKID182862,-1
FKID182863,55
FKID182864,-1
FKID182865,-1
FKID182866,78
FKID182867,-1
FKID182868,55
FKID182869,55
FKID182870,12
FKID182871,4
FKID182872,5
FKID182873,5
FKID182874,12
FKID182875,47
FKID182876,-1
FKID182877,9
FKID182878,116
FKID182879,78
FKID182880,7
FKID182881,7
FKID182882,7
FKID182883,12
FKID182884,12
FKID182885,7
FKID182886,21
FKID182887,9
FKID182888,-1
FKID182889,0
FKID182890,-1
FKID182891,12
FKID182892,12
FKID182893,21
FKID182894,52
FKID182895,21
FKID182896,15
FKID182897,72
FKID182898,12
FKID182899,32
FKID182900,32
FKID182901,32
FKID182902,32
FKID182903,36
FKID182904,60
FKID182905,12
FKID182906,12
FKID182907,12
FKID182908,12
FKID182909,65
FKID182910,4
FKID182911,4
FKID182912,-1
FKID182913,4
FKID182914,4
FKID182915,-1
FKID182916,65
FKID182917,65
FKID182918,12
FKID182919,152
FKID182920,12
FKID182921,12
FKID182922,12
FKID182923,113
FKID182924,12
FKID182925,0
FKID182926,12
FKID182927,37
FKID182928,21
FKID182929,55
FKID182930,124
FKID182931,113
FKID182932,113
FKID182933,17
FKID182934,0
FKID182935,17
FKID182936,36
FKID182937,21
FKID182938,12
FKID182939,17
FKID182940,21
FKID182941,-1
FKID182942,12
FKID182943,-1
FKID182944,12
FKID182945,8
FKID182946,0
FKID182947,0
FKID182948,4
FKID182949,0
FKID182950,20
FKID182951,20
FKID182952,0
FKID182953,20
FKID182954,77
FKID182955,0
FKID182956,19
FKID182957,-1
FKID182958,0
FKID182959,42
FKID182960,-1
FKID182961,54
FKID182962,0
FKID182963,8
FKID182964,90
FKID182965,41
FKID182966,51
FKID182967,40
FKID182968,121
FKID182969,12
FKID182970,19
FKID182971,91
FKID182972,-1
FKID182973,81
FKID182974,12
FKID182975,50
FKID182976,12
FKID182977,12
FKID182978,15
FKID182979,20
FKID182980,32
FKID182981,-1
FKID182982,32
FKID182983,12
FKID182984,140
FKID182985,-1
FKID182986,-1
FKID182987,12
FKID182988,32
FKID182989,12
FKID182990,17
FKID182991,-1
FKID182992,32
FKID182993,17
FKID182994,120
FKID182995,88
FKID182996,17
FKID182997,32
FKID182998,17
FKID182999,32
FKID183000,32
FKID183001,-1
FKID183002,-1
FKID183003,12
FKID183004,-1
FKID183005,-1
FKID183006,17
FKID183007,32
FKID183008,-1
FKID183009,-1
FKID183010,12
FKID183011,7
FKID183012,99
FKID183013,87
FKID183014,88
FKID183015,-1
FKID183016,87
FKID183017,21
FKID183018,87
FKID183019,7
FKID183020,21
FKID183021,87
FKID183022,12
FKID183023,87
FKID183024,87
FKID183025,87
FKID183026,87
FKID183027,87
FKID183028,87
FKID183029,7
FKID183030,7
FKID183031,12
FKID183032,12
FKID183033,12
FKID183034,12
FKID183035,-1
FKID183036,17
FKID183037,7
FKID183038,12
FKID183039,12
FKID183040,12
FKID183041,17
FKID183042,-1
FKID183043,12
FKID183044,7
FKID183045,-1
FKID183046,12
FKID183047,-1
FKID183048,12
FKID183049,12
FKID183050,0
FKID183051,8
FKID183052,155
FKID183053,7
FKID183054,12
FKID183055,0
FKID183056,0
FKID183057,32
FKID183058,50
FKID183059,0
FKID183060,52
FKID183061,-1
FKID183062,-1
FKID183063,52
FKID183064,52
FKID183065,52
FKID183066,52
FKID183067,52
FKID183068,52
FKID183069,12
FKID183070,12
FKID183071,50
FKID183072,32
FKID183073,12
FKID183074,47
FKID183075,32
FKID183076,32
FKID183077,12
FKID183078,12
FKID183079,32
FKID183080,12
FKID183081,12
FKID183082,12
FKID183083,12
FKID183084,12
FKID183085,12
FKID183086,12
FKID183087,-1
FKID183088,12
FKID183089,12
FKID183090,-1
FKID183091,12
FKID183092,12
FKID183093,12
FKID183094,7
FKID183095,7
FKID183096,-1
FKID183097,7
FKID183098,-1
FKID183099,50
FKID183100,-1
FKID183101,50
FKID183102,-1
FKID183103,-1
FKID183104,-1
FKID183105,7
FKID183106,12
FKID183107,47
FKID183108,-1
FKID183109,-1
FKID183110,50
FKID183111,82
FKID183112,12
FKID183113,11
FKID183114,4
FKID183115,12
FKID183116,-1
FKID183117,82
FKID183118,47
FKID183119,82
FKID183120,12
FKID183121,4
FKID183122,47
FKID183123,0
FKID183124,12
FKID183125,47
FKID183126,47
FKID183127,47
FKID183128,41
FKID183129,41
FKID183130,70
FKID183131,41
FKID183132,-1
FKID183133,-1
FKID183134,-1
FKID183135,47
FKID183136,47
FKID183137,51
FKID183138,111
FKID183139,51
FKID183140,51
FKID183141,111
FKID183142,41
FKID183143,51
FKID183144,41
FKID183145,41
FKID183146,47
FKID183147,80
FKID183148,41
FKID183149,51
FKID183150,90
FKID183151,-1
FKID183152,-1
FKID183153,79
FKID183154,51
FKID183155,47
FKID183156,47
FKID183157,41
FKID183158,41
FKID183159,41
FKID183160,-1
FKID183161,47
FKID183162,30
FKID183163,12
FKID183164,12
FKID183165,-1
FKID183166,12
FKID183167,-1
FKID183168,15
FKID183169,15
FKID183170,15
FKID183171,15
FKID183172,15
FKID183173,134
FKID183174,15
FKID183175,15
FKID183176,-1
FKID183177,41
FKID183178,41
FKID183179,92
FKID183180,76
FKID183181,15
FKID183182,47
FKID183183,47
FKID183184,12
FKID183185,47
FKID183186,-1
FKID183187,-1
FKID183188,-1
FKID183189,99
FKID183190,-1
FKID183191,-1
FKID183192,-1
FKID183193,-1
FKID183194,-1
FKID183195,-1
FKID183196,-1
FKID183197,47
FKID183198,-1
FKID183199,4
FKID183200,12
FKID183201,-1
FKID183202,-1
FKID183203,-1
FKID183204,-1
FKID183205,-1
FKID183206,47
FKID183207,-1
FKID183208,-1
FKID183209,-1
FKID183210,-1
FKID183211,32
FKID183212,50
FKID183213,4
FKID183214,32
FKID183215,32
FKID183216,47
FKID183217,32
FKID183218,32
FKID183219,32
FKID183220,47
FKID183221,-1
FKID183222,-1
FKID183223,12
FKID183224,12
FKID183225,47
FKID183226,-1
FKID183227,-1
FKID183228,-1
FKID183229,12
FKID183230,32
FKID183231,32
FKID183232,-1
FKID183233,47
FKID183234,101
FKID183235,-1
FKID183236,101
FKID183237,12
FKID183238,140
FKID183239,-1
FKID183240,12
FKID183241,0
FKID183242,-1
FKID183243,12
FKID183244,47
FKID183245,12
FKID183246,0
FKID183247,0
FKID183248,12
FKID183249,12
FKID183250,0
FKID183251,0
FKID183252,-1
FKID183253,0
FKID183254,50
FKID183255,33
FKID183256,50
FKID183257,0
FKID183258,5
FKID183259,126
FKID183260,12
FKID183261,50
FKID183262,12
FKID183263,12
FKID183264,50
FKID183265,50
FKID183266,50
FKID183267,102
FKID183268,50
FKID183269,50
FKID183270,120
FKID183271,50
FKID183272,7
FKID183273,99
FKID183274,9
FKID183275,41
FKID183276,41
FKID183277,41
FKID183278,-1
FKID183279,-1
FKID183280,9
FKID183281,7
FKID183282,-1
FKID183283,12
FKID183284,12
FKID183285,12
FKID183286,9
FKID183287,12
FKID183288,50
FKID183289,-1
FKID183290,50
FKID183291,9
FKID183292,9
FKID183293,9
FKID183294,12
FKID183295,36
FKID183296,4
FKID183297,-1
FKID183298,0
FKID183299,4
FKID183300,52
FKID183301,124
FKID183302,9
FKID183303,4
FKID183304,124
FKID183305,124
FKID183306,124
FKID183307,124
FKID183308,124
FKID183309,124
FKID183310,124
FKID183311,12
FKID183312,12
FKID183313,12
FKID183314,50
FKID183315,12
FKID183316,50
FKID183317,47
FKID183318,12
FKID183319,76
FKID183320,155
FKID183321,12
FKID183322,155
FKID183323,12
FKID183324,12
FKID183325,2
FKID183326,-1
FKID183327,47
FKID183328,-1
FKID183329,12
FKID183330,12
FKID183331,41
FKID183332,12
FKID183333,12
FKID183334,12
FKID183335,12
FKID183336,12
FKID183337,23
FKID183338,-1
FKID183339,0
FKID183340,-1
FKID183341,47
FKID183342,0
FKID183343,0
FKID183344,0
FKID183345,2
FKID183346,0
FKID183347,4
FKID183348,0
FKID183349,12
FKID183350,99
FKID183351,12
FKID183352,4
FKID183353,22
FKID183354,12
FKID183355,22
FKID183356,12
FKID183357,22
FKID183358,7
FKID183359,7
FKID183360,2
FKID183361,7
FKID183362,50
FKID183363,50
FKID183364,50
FKID183365,12
FKID183366,9
FKID183367,12
FKID183368,12
FKID183369,12
FKID183370,12
FKID183371,12
FKID183372,12
FKID183373,12
FKID183374,52
FKID183375,52
FKID183376,12
FKID183377,12
FKID183378,12
FKID183379,-1
FKID183380,12
FKID183381,12
FKID183382,119
FKID183383,127
FKID183384,154
FKID183385,102
FKID183386,148
FKID183387,148
FKID183388,12
FKID183389,102
FKID183390,148
FKID183391,148
FKID183392,12
FKID183393,102
FKID183394,12
FKID183395,12
FKID183396,12
FKID183397,9
FKID183398,9
FKID183399,2
FKID183400,9
FKID183401,148
FKID183402,72
FKID183403,12
FKID183404,12
FKID183405,106
FKID183406,-1
FKID183407,12
FKID183408,0
FKID183409,12
FKID183410,12
FKID183411,9
FKID183412,12
FKID183413,12
FKID183414,12
FKID183415,12
FKID183416,12
FKID183417,12
FKID183418,0
FKID183419,90
FKID183420,-1
FKID183421,73
FKID183422,154
FKID183423,12
FKID183424,51
FKID183425,12
FKID183426,12
FKID183427,0
FKID183428,0
FKID183429,12
FKID183430,12
FKID183431,12
FKID183432,12
FKID183433,12
FKID183434,119
FKID183435,12
FKID183436,119
FKID183437,12
FKID183438,12
FKID183439,12
FKID183440,12
FKID183441,-1
FKID183442,12
FKID183443,0
FKID183444,-1
FKID183445,51
FKID183446,51
FKID183447,12
FKID183448,12
FKID183449,12
FKID183450,-1
FKID183451,12
FKID183452,12
FKID183453,12
FKID183454,47
FKID183455,9
FKID183456,117
FKID183457,55
FKID183458,-1
FKID183459,-1
FKID183460,10
FKID183461,10
FKID183462,-1
FKID183463,105
FKID183464,72
FKID183465,47
FKID183466,-1
FKID183467,120
FKID183468,47
FKID183469,12
FKID183470,12
FKID183471,103
FKID183472,82
FKID183473,82
FKID183474,82
FKID183475,82
FKID183476,12
FKID183477,82
FKID183478,0
FKID183479,82
FKID183480,12
FKID183481,0
FKID183482,82
FKID183483,47
FKID183484,47
FKID183485,12
FKID183486,-1
FKID183487,82
FKID183488,12
FKID183489,82
FKID183490,12
FKID183491,54
FKID183492,54
FKID183493,-1
FKID183494,12
FKID183495,12
FKID183496,79
FKID183497,26
FKID183498,30
FKID183499,30
FKID183500,82
FKID183501,82
FKID183502,12
FKID183503,-1
FKID183504,78
FKID183505,0
FKID183506,12
FKID183507,0
FKID183508,-1
FKID183509,4
FKID183510,-1
FKID183511,72
FKID183512,76
FKID183513,12
FKID183514,-1
FKID183515,12
FKID183516,60
FKID183517,12
FKID183518,12
FKID183519,7
FKID183520,0
FKID183521,-1
FKID183522,-1
FKID183523,-1
FKID183524,-1
FKID183525,-1
FKID183526,-1
FKID183527,72
FKID183528,-1
FKID183529,-1
FKID183530,-1
FKID183531,4
FKID183532,7
FKID183533,12
FKID183534,12
FKID183535,79
FKID183536,12
FKID183537,26
FKID183538,-1
FKID183539,0
FKID183540,87
FKID183541,87
FKID183542,87
FKID183543,87
FKID183544,87
FKID183545,87
FKID183546,22
FKID183547,87
FKID183548,72
FKID183549,87
FKID183550,87
FKID183551,15
FKID183552,15
FKID183553,0
FKID183554,15
FKID183555,96
FKID183556,0
FKID183557,15
FKID183558,0
FKID183559,96
FKID183560,15
FKID183561,154
FKID183562,0
FKID183563,15
FKID183564,96
FKID183565,0
FKID183566,96
FKID183567,82
FKID183568,0
FKID183569,82
FKID183570,0
FKID183571,50
FKID183572,0
FKID183573,-1
FKID183574,0
FKID183575,82
FKID183576,50
FKID183577,-1
FKID183578,0
FKID183579,-1
FKID183580,0
FKID183581,12
FKID183582,0
FKID183583,12
FKID183584,3
FKID183585,12
FKID183586,82
FKID183587,0
FKID183588,15
FKID183589,82
FKID183590,82
FKID183591,82
FKID183592,15
FKID183593,50
FKID183594,22
FKID183595,3
FKID183596,26
FKID183597,26
FKID183598,22
FKID183599,12
FKID183600,0
FKID183601,2
FKID183602,12
FKID183603,72
FKID183604,2
FKID183605,2
FKID183606,12
FKID183607,-1
FKID183608,2
FKID183609,12
FKID183610,-1
FKID183611,12
FKID183612,2
FKID183613,12
FKID183614,-1
FKID183615,82
FKID183616,82
FKID183617,82
FKID183618,-1
FKID183619,2
FKID183620,-1
FKID183621,-1
FKID183622,0
FKID183623,26
FKID183624,-1
FKID183625,22
FKID183626,72
FKID183627,2
FKID183628,-1
FKID183629,12
FKID183630,2
FKID183631,12
FKID183632,87
FKID183633,87
FKID183634,12
FKID183635,87
FKID183636,82
FKID183637,12
FKID183638,87
FKID183639,2
FKID183640,0
FKID183641,4
FKID183642,12
FKID183643,6
FKID183644,12
FKID183645,-1
FKID183646,6
FKID183647,12
FKID183648,12
FKID183649,-1
FKID183650,51
FKID183651,-1
FKID183652,-1
FKID183653,-1
FKID183654,-1
FKID183655,7
FKID183656,36
FKID183657,82
FKID183658,36
FKID183659,12
FKID183660,36
FKID183661,0
FKID183662,12
FKID183663,12
FKID183664,12
FKID183665,7
FKID183666,50
FKID183667,50
FKID183668,120
FKID183669,36
FKID183670,7
FKID183671,12
FKID183672,120
FKID183673,12
FKID183674,-1
FKID183675,12
FKID183676,12
FKID183677,12
FKID183678,7
FKID183679,12
FKID183680,12
FKID183681,0
FKID183682,12
FKID183683,12
FKID183684,12
FKID183685,12
FKID183686,12
FKID183687,120
FKID183688,82
FKID183689,32
FKID183690,-1
FKID183691,32
FKID183692,32
FKID183693,32
FKID183694,32
FKID183695,32
FKID183696,4
FKID183697,32
FKID183698,32
FKID183699,32
FKID183700,21
FKID183701,50
FKID183702,-1
FKID183703,4
FKID183704,12
FKID183705,8
FKID183706,12
FKID183707,72
FKID183708,-1
FKID183709,12
FKID183710,12
FKID183711,32
FKID183712,4
FKID183713,-1
FKID183714,131
FKID183715,150
FKID183716,102
FKID183717,50
FKID183718,-1
FKID183719,97
FKID183720,-1
FKID183721,12
FKID183722,12
FKID183723,9
FKID183724,35
FKID183725,12
FKID183726,12
FKID183727,-1
FKID183728,-1
FKID183729,-1
FKID183730,-1
FKID183731,-1
FKID183732,12
FKID183733,12
FKID183734,13
FKID183735,32
FKID183736,26
FKID183737,32
FKID183738,4
FKID183739,13
FKID183740,21
FKID183741,13
FKID183742,-1
FKID183743,-1
FKID183744,9
FKID183745,72
FKID183746,-1
FKID183747,-1
FKID183748,13
FKID183749,12
FKID183750,26
FKID183751,10
FKID183752,12
FKID183753,113
FKID183754,12
FKID183755,-1
FKID183756,12
FKID183757,7
FKID183758,32
FKID183759,7
FKID183760,7
FKID183761,7
FKID183762,-1
FKID183763,51
FKID183764,-1
FKID183765,7
FKID183766,26
FKID183767,-1
FKID183768,10
FKID183769,-1
FKID183770,19
FKID183771,26
FKID183772,13
FKID183773,7
FKID183774,13
FKID183775,13
FKID183776,13
FKID183777,13
FKID183778,-1
FKID183779,32
FKID183780,13
FKID183781,7
FKID183782,-1
FKID183783,12
FKID183784,65
FKID183785,32
FKID183786,65
FKID183787,65
FKID183788,51
FKID183789,7
FKID183790,65
FKID183791,10
FKID183792,-1
FKID183793,13
FKID183794,13
FKID183795,26
FKID183796,72
FKID183797,32
FKID183798,51
FKID183799,32
FKID183800,10
FKID183801,-1
FKID183802,13
FKID183803,7
FKID183804,12
FKID183805,-1
FKID183806,102
FKID183807,-1
FKID183808,32
FKID183809,32
FKID183810,-1
FKID183811,23
FKID183812,32
FKID183813,-1
FKID183814,32
FKID183815,51
FKID183816,0
FKID183817,32
FKID183818,78
FKID183819,72
FKID183820,12
FKID183821,-1
FKID183822,32
FKID183823,51
FKID183824,-1
FKID183825,-1
FKID183826,32
FKID183827,-1
FKID183828,-1
FKID183829,12
FKID183830,19
FKID183831,-1
FKID183832,-1
FKID183833,-1
FKID183834,49
FKID183835,-1
FKID183836,-1
FKID183837,-1
FKID183838,-1
FKID183839,-1
FKID183840,51
FKID183841,-1
FKID183842,155
FKID183843,51
FKID183844,24
FKID183845,-1
FKID183846,116
FKID183847,52
FKID183848,13
FKID183849,12
FKID183850,-1
FKID183851,-1
FKID183852,-1
FKID183853,116
FKID183854,7
FKID183855,52
FKID183856,-1
FKID183857,-1
FKID183858,-1
FKID183859,-1
FKID183860,-1
FKID183861,-1
FKID183862,4
FKID183863,11
FKID183864,4
FKID183865,-1
FKID183866,52
FKID183867,24
FKID183868,-1
FKID183869,-1
FKID183870,0
FKID183871,12
FKID183872,7
FKID183873,7
FKID183874,7
FKID183875,71
FKID183876,7
FKID183877,-1
FKID183878,4
FKID183879,7
FKID183880,-1
FKID183881,7
FKID183882,7
FKID183883,0
FKID183884,7
FKID183885,12
FKID183886,2
FKID183887,59
FKID183888,59
FKID183889,71
FKID183890,5
FKID183891,5
FKID183892,5
FKID183893,31
FKID183894,-1
FKID183895,0
FKID183896,0
FKID183897,0
FKID183898,-1
FKID183899,-1
FKID183900,31
FKID183901,12
FKID183902,17
FKID183903,12
FKID183904,12
FKID183905,-1
FKID183906,81
FKID183907,12
FKID183908,12
FKID183909,17
FKID183910,12
FKID183911,10
FKID183912,6
FKID183913,6
FKID183914,6
FKID183915,6
FKID183916,25
FKID183917,36
FKID183918,12
FKID183919,-1
FKID183920,-1
FKID183921,-1
FKID183922,4
FKID183923,-1
FKID183924,-1
FKID183925,12
FKID183926,12
FKID183927,12
FKID183928,47
FKID183929,-1
FKID183930,24
FKID183931,-1
FKID183932,4
FKID183933,4
FKID183934,71
FKID183935,4
FKID183936,-1
FKID183937,50
FKID183938,-1
FKID183939,12
FKID183940,7
FKID183941,99
FKID183942,-1
FKID183943,-1
FKID183944,10
FKID183945,11
FKID183946,12
FKID183947,16
FKID183948,11
FKID183949,9
FKID183950,7
FKID183951,7
FKID183952,-1
FKID183953,47
FKID183954,-1
FKID183955,59
FKID183956,155
FKID183957,155
FKID183958,12
FKID183959,12
FKID183960,15
FKID183961,7
FKID183962,12
FKID183963,12
FKID183964,55
FKID183965,-1
FKID183966,12
FKID183967,12
FKID183968,12
FKID183969,12
FKID183970,12
FKID183971,50
FKID183972,12
FKID183973,12
FKID183974,-1
FKID183975,0
FKID183976,17
FKID183977,0
FKID183978,20
FKID183979,50
FKID183980,7
FKID183981,-1
FKID183982,6
FKID183983,6
FKID183984,6
FKID183985,6
FKID183986,6
FKID183987,4
FKID183988,4
FKID183989,4
FKID183990,4
FKID183991,12
FKID183992,0
FKID183993,0
FKID183994,12
FKID183995,0
FKID183996,5
FKID183997,20
FKID183998,-1
FKID183999,20
FKID184000,-1
FKID184001,-1
FKID184002,-1
FKID184003,49
FKID184004,12
FKID184005,0
FKID184006,49
FKID184007,4
FKID184008,4
FKID184009,0
FKID184010,5
FKID184011,-1
FKID184012,9
FKID184013,-1
FKID184014,0
FKID184015,12
FKID184016,0
FKID184017,0
FKID184018,0
FKID184019,0
FKID184020,19
FKID184021,0
FKID184022,0
FKID184023,0
FKID184024,0
FKID184025,30
FKID184026,12
FKID184027,9
FKID184028,0
FKID184029,12
FKID184030,0
FKID184031,0
FKID184032,30
FKID184033,4
FKID184034,4
FKID184035,-1
FKID184036,49
FKID184037,41
FKID184038,50
FKID184039,21
FKID184040,21
FKID184041,50
FKID184042,12
FKID184043,50
FKID184044,80
FKID184045,21
FKID184046,21
FKID184047,12
FKID184048,23
FKID184049,21
FKID184050,21
FKID184051,21
FKID184052,21
FKID184053,21
FKID184054,21
FKID184055,0
FKID184056,0
FKID184057,0
FKID184058,4
FKID184059,0
FKID184060,21
FKID184061,71
FKID184062,49
FKID184063,0
FKID184064,23
FKID184065,23
FKID184066,23
FKID184067,23
FKID184068,4
FKID184069,23
FKID184070,23
FKID184071,23
FKID184072,0
FKID184073,12
FKID184074,12
FKID184075,47
FKID184076,0
FKID184077,19
FKID184078,0
FKID184079,7
FKID184080,23
FKID184081,-1
FKID184082,12
FKID184083,12
FKID184084,12
FKID184085,12
FKID184086,12
FKID184087,12
FKID184088,12
FKID184089,12
FKID184090,12
FKID184091,12
FKID184092,50
FKID184093,12
FKID184094,12
FKID184095,12
FKID184096,12
FKID184097,4
FKID184098,12
FKID184099,12
FKID184100,12
FKID184101,12
FKID184102,12
FKID184103,0
FKID184104,4
FKID184105,4
FKID184106,12
FKID184107,12
FKID184108,12
FKID184109,12
FKID184110,0
FKID184111,12
FKID184112,6
FKID184113,6
FKID184114,54
FKID184115,6
FKID184116,-1
FKID184117,0
FKID184118,6
FKID184119,44
FKID184120,-1
FKID184121,54
FKID184122,0
FKID184123,155
FKID184124,4
FKID184125,4
FKID184126,4
FKID184127,4
FKID184128,4
FKID184129,4
FKID184130,54
FKID184131,54
FKID184132,15
FKID184133,41
FKID184134,51
FKID184135,52
FKID184136,80
FKID184137,19
FKID184138,12
FKID184139,12
FKID184140,47
FKID184141,51
FKID184142,12
FKID184143,-1
FKID184144,4
FKID184145,12
FKID184146,12
FKID184147,-1
FKID184148,12
FKID184149,12
FKID184150,21
FKID184151,78
FKID184152,12
FKID184153,12
FKID184154,72
FKID184155,41
FKID184156,82
FKID184157,82
FKID184158,0
FKID184159,9
FKID184160,12
FKID184161,12
FKID184162,12
FKID184163,12
FKID184164,12
FKID184165,-1
FKID184166,12
FKID184167,47
FKID184168,32
FKID184169,4
FKID184170,-1
FKID184171,-1
FKID184172,41
FKID184173,-1
FKID184174,41
FKID184175,18
FKID184176,12
FKID184177,12
FKID184178,12
FKID184179,12
FKID184180,12
FKID184181,-1
FKID184182,78
FKID184183,2
FKID184184,12
FKID184185,12
FKID184186,2
FKID184187,2
FKID184188,-1
FKID184189,-1
FKID184190,30
FKID184191,-1
FKID184192,-1
FKID184193,87
FKID184194,-1
FKID184195,82
FKID184196,12
FKID184197,12
FKID184198,12
FKID184199,18
FKID184200,-1
FKID184201,12
FKID184202,12
FKID184203,73
FKID184204,73
FKID184205,102
FKID184206,87
FKID184207,50
FKID184208,151
FKID184209,-1
FKID184210,12
FKID184211,0
FKID184212,99
FKID184213,-1
FKID184214,87
FKID184215,-1
FKID184216,19
FKID184217,12
FKID184218,0
FKID184219,51
FKID184220,12
FKID184221,13
FKID184222,12
FKID184223,41
FKID184224,41
FKID184225,41
FKID184226,41
FKID184227,-1
FKID184228,41
FKID184229,36
FKID184230,41
FKID184231,12
FKID184232,12
FKID184233,87
FKID184234,37
